fecha,barrio,formacion,total,mujer,varon
"2021-08-01","Las Margaritas","Menores de 16","1963","933","1030"
"2021-08-01","Las Margaritas","No sabe leer ni escribir","68","45","23"
"2021-08-01","Las Margaritas","Sin Estudios","792","491","301"
"2021-08-01","Las Margaritas","Enseñanza Primaria incomp","1568","853","715"
"2021-08-01","Las Margaritas","Enseñanza Secundaria","2874","1398","1476"
"2021-08-01","Las Margaritas","FP1 Grado Medio","557","266","291"
"2021-08-01","Las Margaritas","FP2 Grado Superior","490","189","301"
"2021-08-01","Las Margaritas","B.Superior.BUP,COU","1475","748","727"
"2021-08-01","Las Margaritas","Otras titulaciones medias","88","65","23"
"2021-08-01","Las Margaritas","Diplomados","248","176","72"
"2021-08-01","Las Margaritas","Arquitecto, Ingeniero Tec","83","24","59"
"2021-08-01","Las Margaritas","Licenciado Universitario","1114","666","448"
"2021-08-01","Las Margaritas","Estudios superiores no Un","38","21","17"
"2021-08-01","Las Margaritas","Doctorado Postgrado","273","152","121"
"2021-08-01","Las Margaritas","Valor Desconocido","17","13","4"
"2021-08-01","Los Molinos","Menores de 16","3051","1445","1606"
"2021-08-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-08-01","Los Molinos","Sin Estudios","69","33","36"
"2021-08-01","Los Molinos","Enseñanza Primaria incomp","265","126","139"
"2021-08-01","Los Molinos","Enseñanza Secundaria","1348","550","798"
"2021-08-01","Los Molinos","FP1 Grado Medio","756","311","445"
"2021-08-01","Los Molinos","FP2 Grado Superior","922","367","555"
"2021-08-01","Los Molinos","B.Superior.BUP,COU","1098","501","597"
"2021-08-01","Los Molinos","Otras titulaciones medias","92","56","36"
"2021-08-01","Los Molinos","Diplomados","677","493","184"
"2021-08-01","Los Molinos","Arquitecto, Ingeniero Tec","286","68","218"
"2021-08-01","Los Molinos","Licenciado Universitario","1619","969","650"
"2021-08-01","Los Molinos","Estudios superiores no Un","52","26","26"
"2021-08-01","Los Molinos","Doctorado Postgrado","431","265","166"
"2021-08-01","Perales del Rio","Menores de 16","2270","1053","1217"
"2021-08-01","Perales del Rio","No sabe leer ni escribir","41","26","15"
"2021-08-01","Perales del Rio","Sin Estudios","238","131","107"
"2021-08-01","Perales del Rio","Enseñanza Primaria incomp","890","450","440"
"2021-08-01","Perales del Rio","Enseñanza Secundaria","2211","1081","1130"
"2021-08-01","Perales del Rio","FP1 Grado Medio","594","284","310"
"2021-08-01","Perales del Rio","FP2 Grado Superior","671","281","390"
"2021-08-01","Perales del Rio","B.Superior.BUP,COU","1409","723","686"
"2021-08-01","Perales del Rio","Otras titulaciones medias","151","85","66"
"2021-08-01","Perales del Rio","Diplomados","339","244","95"
"2021-08-01","Perales del Rio","Arquitecto, Ingeniero Tec","95","24","71"
"2021-08-01","Perales del Rio","Licenciado Universitario","1110","650","460"
"2021-08-01","Perales del Rio","Estudios superiores no Un","39","22","17"
"2021-08-01","Perales del Rio","Doctorado Postgrado","239","132","107"
"2021-08-01","Perales del Rio","Valor Desconocido","16","8","8"
"2021-08-01","San Isidro","Menores de 16","1246","572","674"
"2021-08-01","San Isidro","No sabe leer ni escribir","158","88","70"
"2021-08-01","San Isidro","Sin Estudios","726","433","293"
"2021-08-01","San Isidro","Enseñanza Primaria incomp","1564","839","725"
"2021-08-01","San Isidro","Enseñanza Secundaria","2282","1092","1190"
"2021-08-01","San Isidro","FP1 Grado Medio","469","204","265"
"2021-08-01","San Isidro","FP2 Grado Superior","445","185","260"
"2021-08-01","San Isidro","B.Superior.BUP,COU","955","513","442"
"2021-08-01","San Isidro","Otras titulaciones medias","68","39","29"
"2021-08-01","San Isidro","Diplomados","123","89","34"
"2021-08-01","San Isidro","Arquitecto, Ingeniero Tec","53","12","41"
"2021-08-01","San Isidro","Licenciado Universitario","458","272","186"
"2021-08-01","San Isidro","Estudios superiores no Un","11","6","5"
"2021-08-01","San Isidro","Doctorado Postgrado","79","44","35"
"2021-08-01","San Isidro","Valor Desconocido","13","9","4"
"2021-08-01","Sector III","Menores de 16","2541","1210","1331"
"2021-08-01","Sector III","No sabe leer ni escribir","98","45","53"
"2021-08-01","Sector III","Sin Estudios","788","506","282"
"2021-08-01","Sector III","Enseñanza Primaria incomp","2779","1556","1223"
"2021-08-01","Sector III","Enseñanza Secundaria","4193","2102","2091"
"2021-08-01","Sector III","FP1 Grado Medio","1184","515","669"
"2021-08-01","Sector III","FP2 Grado Superior","1252","425","827"
"2021-08-01","Sector III","B.Superior.BUP,COU","2811","1391","1420"
"2021-08-01","Sector III","Otras titulaciones medias","541","319","222"
"2021-08-01","Sector III","Diplomados","529","392","137"
"2021-08-01","Sector III","Arquitecto, Ingeniero Tec","191","62","129"
"2021-08-01","Sector III","Licenciado Universitario","2583","1325","1258"
"2021-08-01","Sector III","Estudios superiores no Un","31","8","23"
"2021-08-01","Sector III","Doctorado Postgrado","506","284","222"
"2021-08-01","Sector III","Valor Desconocido","80","28","52"
"2021-09-01","Buenavista","Menores de 16","3062","1432","1630"
"2021-09-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-09-01","Buenavista","Sin Estudios","55","31","24"
"2021-09-01","Buenavista","Enseñanza Primaria incomp","242","113","129"
"2021-09-01","Buenavista","Enseñanza Secundaria","1413","562","851"
"2021-09-01","Buenavista","FP1 Grado Medio","793","337","456"
"2021-09-01","Buenavista","FP2 Grado Superior","836","343","493"
"2021-09-01","Buenavista","B.Superior.BUP,COU","1203","563","640"
"2021-09-01","Buenavista","Otras titulaciones medias","65","34","31"
"2021-09-01","Buenavista","Diplomados","708","513","195"
"2021-09-01","Buenavista","Arquitecto, Ingeniero Tec","232","64","168"
"2021-09-01","Buenavista","Licenciado Universitario","1543","950","593"
"2021-09-01","Buenavista","Estudios superiores no Un","44","15","29"
"2021-09-01","Buenavista","Doctorado Postgrado","410","250","160"
"2021-09-01","Buenavista","Valor Desconocido","2","1","1"
"2021-09-01","Centro","Menores de 16","4221","2070","2151"
"2021-09-01","Centro","No sabe leer ni escribir","133","90","43"
"2021-09-01","Centro","Sin Estudios","1668","1039","629"
"2021-09-01","Centro","Enseñanza Primaria incomp","4472","2557","1915"
"2021-09-01","Centro","Enseñanza Secundaria","7661","3856","3805"
"2021-09-01","Centro","FP1 Grado Medio","1610","702","908"
"2021-09-01","Centro","FP2 Grado Superior","1501","622","879"
"2021-09-01","Centro","B.Superior.BUP,COU","4350","2190","2160"
"2021-09-01","Centro","Otras titulaciones medias","464","303","161"
"2021-09-01","Centro","Diplomados","634","442","192"
"2021-09-01","Centro","Arquitecto, Ingeniero Tec","192","70","122"
"2021-09-01","Centro","Licenciado Universitario","3019","1742","1277"
"2021-09-01","Centro","Estudios superiores no Un","64","34","30"
"2021-09-01","Centro","Doctorado Postgrado","616","335","281"
"2021-09-01","Centro","Valor Desconocido","65","33","32"
"2021-09-01","El Bercial","Menores de 16","5133","2472","2661"
"2021-09-01","El Bercial","No sabe leer ni escribir","33","24","9"
"2021-09-01","El Bercial","Sin Estudios","467","288","179"
"2021-09-01","El Bercial","Enseñanza Primaria incomp","1317","696","621"
"2021-09-01","El Bercial","Enseñanza Secundaria","3470","1614","1856"
"2021-09-01","El Bercial","FP1 Grado Medio","972","438","534"
"2021-09-01","El Bercial","FP2 Grado Superior","1259","483","776"
"2021-09-01","El Bercial","B.Superior.BUP,COU","2431","1237","1194"
"2021-09-01","El Bercial","Otras titulaciones medias","185","111","74"
"2021-09-01","El Bercial","Diplomados","807","559","248"
"2021-09-01","El Bercial","Arquitecto, Ingeniero Tec","264","73","191"
"2021-09-01","El Bercial","Licenciado Universitario","2353","1368","985"
"2021-09-01","El Bercial","Estudios superiores no Un","63","28","35"
"2021-09-01","El Bercial","Doctorado Postgrado","507","290","217"
"2021-09-01","El Bercial","Valor Desconocido","14","4","10"
"2021-09-01","Getafe-Norte","Menores de 16","2883","1370","1513"
"2021-09-01","Getafe-Norte","No sabe leer ni escribir","66","38","28"
"2021-09-01","Getafe-Norte","Sin Estudios","603","354","249"
"2021-09-01","Getafe-Norte","Enseñanza Primaria incomp","1794","995","799"
"2021-09-01","Getafe-Norte","Enseñanza Secundaria","4277","2047","2230"
"2021-09-01","Getafe-Norte","FP1 Grado Medio","1257","580","677"
"2021-09-01","Getafe-Norte","FP2 Grado Superior","1416","596","820"
"2021-09-01","Getafe-Norte","B.Superior.BUP,COU","2999","1594","1405"
"2021-09-01","Getafe-Norte","Otras titulaciones medias","230","137","93"
"2021-09-01","Getafe-Norte","Diplomados","474","349","125"
"2021-09-01","Getafe-Norte","Arquitecto, Ingeniero Tec","129","32","97"
"2021-09-01","Getafe-Norte","Licenciado Universitario","2123","1187","936"
"2021-09-01","Getafe-Norte","Estudios superiores no Un","18","9","9"
"2021-09-01","Getafe-Norte","Doctorado Postgrado","412","230","182"
"2021-09-01","Getafe-Norte","Valor Desconocido","35","10","25"
"2021-09-01","Juan de la Cierva","Menores de 16","3932","1896","2036"
"2021-09-01","Juan de la Cierva","No sabe leer ni escribir","153","106","47"
"2021-09-01","Juan de la Cierva","Sin Estudios","2129","1313","816"
"2021-09-01","Juan de la Cierva","Enseñanza Primaria incomp","5136","2855","2281"
"2021-09-01","Juan de la Cierva","Enseñanza Secundaria","7630","3785","3845"
"2021-09-01","Juan de la Cierva","FP1 Grado Medio","1635","739","896"
"2021-09-01","Juan de la Cierva","FP2 Grado Superior","1271","520","751"
"2021-09-01","Juan de la Cierva","B.Superior.BUP,COU","3281","1682","1599"
"2021-09-01","Juan de la Cierva","Otras titulaciones medias","267","174","93"
"2021-09-01","Juan de la Cierva","Diplomados","382","266","116"
"2021-09-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","112","24","88"
"2021-09-01","Juan de la Cierva","Licenciado Universitario","1627","963","664"
"2021-09-01","Juan de la Cierva","Estudios superiores no Un","44","24","20"
"2021-09-01","Juan de la Cierva","Doctorado Postgrado","317","185","132"
"2021-09-01","Juan de la Cierva","Valor Desconocido","67","28","39"
"2021-09-01","La Alhóndiga","Menores de 16","3744","1759","1985"
"2021-09-01","La Alhóndiga","No sabe leer ni escribir","120","91","29"
"2021-09-01","La Alhóndiga","Sin Estudios","1584","989","595"
"2021-09-01","La Alhóndiga","Enseñanza Primaria incomp","3393","1853","1540"
"2021-09-01","La Alhóndiga","Enseñanza Secundaria","5474","2655","2819"
"2021-09-01","La Alhóndiga","FP1 Grado Medio","1245","574","671"
"2021-09-01","La Alhóndiga","FP2 Grado Superior","1176","487","689"
"2021-09-01","La Alhóndiga","B.Superior.BUP,COU","2819","1484","1335"
"2021-09-01","La Alhóndiga","Otras titulaciones medias","192","119","73"
"2021-09-01","La Alhóndiga","Diplomados","473","342","131"
"2021-09-01","La Alhóndiga","Arquitecto, Ingeniero Tec","154","43","111"
"2021-09-01","La Alhóndiga","Licenciado Universitario","1734","1012","722"
"2021-09-01","La Alhóndiga","Estudios superiores no Un","43","18","25"
"2021-09-01","La Alhóndiga","Doctorado Postgrado","362","207","155"
"2021-09-01","La Alhóndiga","Valor Desconocido","29","12","17"
"2021-09-01","Las Margaritas","Menores de 16","1969","934","1035"
"2021-09-01","Las Margaritas","No sabe leer ni escribir","67","44","23"
"2021-09-01","Las Margaritas","Sin Estudios","789","489","300"
"2021-09-01","Las Margaritas","Enseñanza Primaria incomp","1563","849","714"
"2021-09-01","Las Margaritas","Enseñanza Secundaria","2871","1398","1473"
"2021-09-01","Las Margaritas","FP1 Grado Medio","554","265","289"
"2021-09-01","Las Margaritas","FP2 Grado Superior","488","189","299"
"2021-09-01","Las Margaritas","B.Superior.BUP,COU","1466","744","722"
"2021-09-01","Las Margaritas","Otras titulaciones medias","88","65","23"
"2021-09-01","Las Margaritas","Diplomados","247","175","72"
"2021-09-01","Las Margaritas","Arquitecto, Ingeniero Tec","84","24","60"
"2021-09-01","Las Margaritas","Licenciado Universitario","1106","659","447"
"2021-09-01","Las Margaritas","Estudios superiores no Un","36","20","16"
"2021-09-01","Las Margaritas","Doctorado Postgrado","270","150","120"
"2021-09-01","Las Margaritas","Valor Desconocido","17","13","4"
"2021-09-01","Los Molinos","Menores de 16","3076","1457","1619"
"2021-09-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-09-01","Los Molinos","Sin Estudios","69","33","36"
"2021-09-01","Los Molinos","Enseñanza Primaria incomp","263","124","139"
"2021-09-01","Los Molinos","Enseñanza Secundaria","1355","555","800"
"2021-09-01","Los Molinos","FP1 Grado Medio","762","314","448"
"2021-09-01","Los Molinos","FP2 Grado Superior","929","370","559"
"2021-09-01","Los Molinos","B.Superior.BUP,COU","1105","506","599"
"2021-09-01","Los Molinos","Otras titulaciones medias","92","56","36"
"2021-09-01","Los Molinos","Diplomados","677","492","185"
"2021-09-01","Los Molinos","Arquitecto, Ingeniero Tec","286","68","218"
"2021-09-01","Los Molinos","Licenciado Universitario","1625","972","653"
"2021-09-01","Los Molinos","Estudios superiores no Un","52","26","26"
"2021-09-01","Los Molinos","Doctorado Postgrado","437","269","168"
"2021-09-01","Perales del Rio","Menores de 16","2279","1058","1221"
"2021-09-01","Perales del Rio","No sabe leer ni escribir","41","26","15"
"2021-09-01","Perales del Rio","Sin Estudios","237","130","107"
"2021-09-01","Perales del Rio","Enseñanza Primaria incomp","884","447","437"
"2021-09-01","Perales del Rio","Enseñanza Secundaria","2213","1081","1132"
"2021-09-01","Perales del Rio","FP1 Grado Medio","593","283","310"
"2021-09-01","Perales del Rio","FP2 Grado Superior","669","279","390"
"2021-09-01","Perales del Rio","B.Superior.BUP,COU","1412","725","687"
"2021-09-01","Perales del Rio","Otras titulaciones medias","151","85","66"
"2021-09-01","Perales del Rio","Diplomados","336","242","94"
"2021-09-01","Perales del Rio","Arquitecto, Ingeniero Tec","95","24","71"
"2021-09-01","Perales del Rio","Licenciado Universitario","1110","649","461"
"2021-09-01","Perales del Rio","Estudios superiores no Un","39","22","17"
"2021-09-01","Perales del Rio","Doctorado Postgrado","242","134","108"
"2021-09-01","Perales del Rio","Valor Desconocido","16","8","8"
"2021-09-01","San Isidro","Menores de 16","1256","578","678"
"2021-09-01","San Isidro","No sabe leer ni escribir","156","87","69"
"2021-09-01","San Isidro","Sin Estudios","722","431","291"
"2021-09-01","San Isidro","Enseñanza Primaria incomp","1564","838","726"
"2021-09-01","San Isidro","Enseñanza Secundaria","2286","1095","1191"
"2021-09-01","San Isidro","FP1 Grado Medio","472","207","265"
"2021-09-01","San Isidro","FP2 Grado Superior","440","182","258"
"2021-09-01","San Isidro","B.Superior.BUP,COU","958","517","441"
"2021-09-01","San Isidro","Otras titulaciones medias","69","39","30"
"2021-09-01","San Isidro","Diplomados","125","90","35"
"2021-09-01","San Isidro","Arquitecto, Ingeniero Tec","51","12","39"
"2021-09-01","San Isidro","Licenciado Universitario","458","271","187"
"2021-09-01","San Isidro","Estudios superiores no Un","11","6","5"
"2021-09-01","San Isidro","Doctorado Postgrado","77","43","34"
"2021-09-01","San Isidro","Valor Desconocido","12","8","4"
"2021-09-01","Sector III","Menores de 16","2542","1215","1327"
"2021-09-01","Sector III","No sabe leer ni escribir","98","45","53"
"2021-09-01","Sector III","Sin Estudios","787","504","283"
"2021-09-01","Sector III","Enseñanza Primaria incomp","2782","1554","1228"
"2021-09-01","Sector III","Enseñanza Secundaria","4193","2096","2097"
"2021-09-01","Sector III","FP1 Grado Medio","1183","512","671"
"2021-09-01","Sector III","FP2 Grado Superior","1249","425","824"
"2021-09-01","Sector III","B.Superior.BUP,COU","2808","1392","1416"
"2021-09-01","Sector III","Otras titulaciones medias","540","318","222"
"2021-09-01","Sector III","Diplomados","529","390","139"
"2021-09-01","Sector III","Arquitecto, Ingeniero Tec","189","61","128"
"2021-09-01","Sector III","Licenciado Universitario","2585","1327","1258"
"2021-09-01","Sector III","Estudios superiores no Un","31","8","23"
"2021-09-01","Sector III","Doctorado Postgrado","504","283","221"
"2021-09-01","Sector III","Valor Desconocido","80","28","52"
